id;foerderung;investitionsort;traeger_unternehmen;plz;strasse_nr;bewilligungsjahr;foerderbereich;projektbezeichnung;bewilligungssumme;rss_titel
210;Infrastrukturförderung;Mitte;"Psychologische Hochschule Berlin (PHB)";10179;"Am Köllnischen Park 2";2012;Bildungseinrichtungen;"Ausbau Psychologische Hochschule Berlin";6716796;"Ausbau Psychologische Hochschule Berlin"
468;Infrastrukturförderung;Friedrichshain-Kreuzberg;"Forum Berufsbildung e.V.";10969;"Charlottenstraße 2";2018;Bildungseinrichtungen;"Erweiterung der Ausstattung einer Ausbildungsstätte des Forum Berufsbildung e. V., Charlottenstr. 2, 10969 Berlin";78367;"Erweiterung der Ausstattung einer Ausbildungsstätte des Forum Berufsbildung e. V., Charlottenstr. 2, 10969 Berlin"
213;Infrastrukturförderung;Mitte;"Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.";13353;;2014;Bildungseinrichtungen;"Ausstattung des Technikums und eines Praktikumslabors im Aus- und Weiterbildungszentrum des VLB e. V.";2162608;"Ausstattung des Technikums und eines Praktikumslabors im Aus- und Weiterbildungszentrum des VLB e. V."
471;Infrastrukturförderung;Friedrichshain-Kreuzberg;"Forum Berufsbildung e.V.";10969;"Friedrichstraße 23";2018;Bildungseinrichtungen;"Erneuerung der technischen Ausstattung für die Einrichtung und Erweiterung der Umschulung und Ausbildung im Forum Berufsbildung e. V.,Friedrichstr. 23, 10969 Berlin";89031;"Erneuerung der technischen Ausstattung für die Einrichtung und Erweiterung der Umschulung und Ausbildung im Forum Berufsbildung e. V.,Friedrichstr. 23, 10969 Berlin"
216;Infrastrukturförderung;Pankow;"Senatsverwaltung für Bildung, Jugend und Familie";10407;"Conrad-Blenkle-Straße 34";2014;Bildungseinrichtungen;"Neubau einer Dreifachsporthalle für das OSZ Bürowirtschaft und Dienstleistungen sowie einer Doppelsporthalle für das OSZ Sozialwesen II";9405000;"Neubau einer Dreifachsporthalle für das OSZ Bürowirtschaft und Dienstleistungen sowie einer Doppelsporthalle für das OSZ Sozialwesen II"
474;Infrastrukturförderung;Marzahn-Hellersdorf;"BA Marzahn-Hellersdorf";12681;"Wolfener Straße 32-34";2019;Regionalmanagement;"Regionalmanagement MH-MOL, 2. Förderphase";487500;"Regionalmanagement MH-MOL, 2. Förderphase"
219;Infrastrukturförderung;Neukölln;"Senatsverwaltung für Bildung, Jugend und Familie";12351;"Lipschitzallee 25";2012;Bildungseinrichtungen;"Neubau OSZ Chemie, Physik und Biologie";39406500;"Neubau OSZ Chemie, Physik und Biologie"
477;Infrastrukturförderung;Tiergarten;"Innovationscluster 5G Berlin e.V.";10587;"Einsteinufer 37";2019;Innovationscluster;"Innovationscluster 5G BERLIN";1682500;"Innovationscluster 5G BERLIN"
222;Infrastrukturförderung;Pankow;"ABB Ausbildungszentrum Berlin gGmbH";13158;"Lessingstraße 79";2014;Bildungseinrichtungen;"Um- und Ausbau des ABB Aus- und Weiterbildungszentrums Berlin (Haus 14) in der Lessingstraße 79, in 13158 Berlin durch die ABB Ausbildungszentrum Berlin gGmbH";18485749;"Um- und Ausbau des ABB Aus- und Weiterbildungszentrums Berlin (Haus 14) in der Lessingstraße 79, in 13158 Berlin durch die ABB Ausbildungszentrum Berlin gGmbH"
480;Infrastrukturförderung;Steglitz-Zehlendorf;"BA Steglitz-Zehlendorf";14163;"Martin-Buber-Straße 2";2019;Regionalbudget;"Regionalbudget ""Stärkung der regionalen Wachstumspotentiale am Gewerbe- und Industriestandort Goerzallee / Beeskowdamm""";224000;"Regionalbudget ""Stärkung der regionalen Wachstumspotentiale am Gewerbe- und Industriestandort Goerzallee / Beeskowdamm"""
225;Infrastrukturförderung;Mitte;"Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.";13353;"Seestr. 13";2009;Bildungseinrichtungen;"Ausbau des Aus- und Fortbildungszentrums des Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e.V.";26433000;"Ausbau des Aus- und Fortbildungszentrums des Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e.V."
483;Infrastrukturförderung;Pankow;"Campus Berlin-Buch GmbH";13125;"Robert-Rössle-Straße 10";2019;Gewerbezentren;"Modernisierung des Gründerzentrums (Haus 85)";577800;"Modernisierung des Gründerzentrums (Haus 85)"
228;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"BA Charlottenburg-Wilmersdorf";10585;"Otto-Suhr-Allee 100";2010;Regionalmanagement;"Regionalmanagement City West";1200000;"Regionalmanagement City West"
486;Infrastrukturförderung;Treptow-Köpenick;"WISTA Management GmbH";12489;"Schwarzschildstraße 3";2018;Gewerbezentren;"Modernisierung der Gebäude 19.51 und 19.58";3981114;"Modernisierung der Gebäude 19.51 und 19.58"
231;Infrastrukturförderung;Charlottenburg-Wilmersdorf;"BA Charlottenburg-Wilmersdorf";10585;"Otto-Suhr-Allee 100";2016;Regionalmanagement;"Regionalmanagement City West (3. Baustein)";487823;"Regionalmanagement City West (3. Baustein)"
489;Infrastrukturförderung;Treptow-Köpenick;"WISTA Management GmbH";12489;"Schwarzschildstraße 3";2018;Gewerbezentren;"Modernisierung des Gebäudes 19.52 im Zentrum für Photonik und Optik";2671214;"Modernisierung des Gebäudes 19.52 im Zentrum für Photonik und Optik"
234;Infrastrukturförderung;Marzahn-Hellersdorf;"BA Marzahn-Hellersdorf";12681;Marzahn;2016;Regionalmanagement;"Regionalmanagement MH-MOL Zusammenarbeit und Wirtschaftsförderung zwischen dem Berliner Bezirk Marzahn-Hellersdorf (MH), dem Landkreis Märkisch-Oderland (MOL) und der Gemeinde Ahrensfelde";561082;"Regionalmanagement MH-MOL Zusammenarbeit und Wirtschaftsförderung zwischen dem Berliner Bezirk Marzahn-Hellersdorf (MH), dem Landkreis Märkisch-Oderland (MOL) und der Gemeinde Ahrensfelde"
492;Infrastrukturförderung;Treptow-Köpenick;"WISTA Management GmbH";12489;"Schwarzschildstraße 3";2018;Gewerbezentren;"Modernisierung des Gebäudes 19.53 im Zentrum für Photonik und Optik";2697051;"Modernisierung des Gebäudes 19.53 im Zentrum für Photonik und Optik"
237;Infrastrukturförderung;Steglitz-Zehlendorf;"BA Steglitz Zehlendorf";14160;Steglitz-Zehlendorf;2015;Regionalmanagement;"Regionalmanagement Berlin SÜDWEST - Baustein II (RMSW II)";525000;"Regionalmanagement Berlin SÜDWEST - Baustein II (RMSW II)"
495;Infrastrukturförderung;Treptow-Köpenick;"WISTA Management GmbH";12489;"Schwarzschildstraße 3";2018;Gewerbezentren;"Modernisierung des Gebäudes 19.05 im Zentrum für Photonik und Optik";1900537;"Modernisierung des Gebäudes 19.05 im Zentrum für Photonik und Optik"
240;Infrastrukturförderung;Treptow-Köpenick;"BA Treptow-Köpenick";12555;Treptow-Köpenick;2011;Regionalmanagement;"Regionalmanagement (RM) Schöneweide Baustein I und II";1200000;"Regionalmanagement (RM) Schöneweide Baustein I und II"
498;Infrastrukturförderung;Mitte;"Grün Berlin GmbH";10117;Gendarmenmarkt;2018;Tourismus;"Tourismusnahe Umgestaltung des Gendarmenmarktes";6060630;"Tourismusnahe Umgestaltung des Gendarmenmarktes"
243;Infrastrukturförderung;Treptow-Köpenick;"Innovationsnetzwerk für neue Materialien e.V";12489;"Zum großen Windkanal 6";2016;Kooperationsnetzwerk;"INAM-Innovation Network Advanced";200000;"INAM-Innovation Network Advanced"
501;Infrastrukturförderung;Steglitz-Zehlendorf;"WISTA Management GmbH";14195;"Arnimallee 22";2019;Gewerbezentren;"Errichtung eines Laborcontainers auf dem Gelände Arnimallee (INKULAB Dahlem)";607500;"Errichtung eines Laborcontainers auf dem Gelände Arnimallee (INKULAB Dahlem)"
246;Infrastrukturförderung;Mitte;"Solutions for finance e. V.";10559;"Alt Moabit 91 D";2010;Kooperationsnetzwerk;"Kooperationsnetzwerk/Clustermanagement, solutions for finance";781386;"Kooperationsnetzwerk/Clustermanagement, solutions for finance"
504;Infrastrukturförderung;Mitte;"Bio-PAT e.V";13355;"Ackerstraße 76";2019;Kooperationsnetzwerke;Bio-PAT;192600;Bio-PAT
